iteracion,subset,f1_score
189,"['DNSRecord', 'HTTPS_token', 'Prefix_Suffix', 'on_mouseover', 'age_of_domain']",0.38451443569553806
329,"['Submitting_to_email', 'Statistical_report', 'Domain_registeration_length', 'Page_Rank', 'Prefix_Suffix']",0.38451443569553806
72,"['DNSRecord', 'Google_Index', 'SSLfinal_State', 'Prefix_Suffix', 'URL_of_Anchor']",0.38451443569553806
221,"['DNSRecord', 'Iframe', 'Prefix_Suffix', 'having_Sub_Domain', 'age_of_domain']",0.38451443569553806
68,"['Prefix_Suffix', 'Domain_registeration_length', 'Links_in_tags', 'SSLfinal_State', 'Google_Index']",0.38451443569553806
424,"['age_of_domain', 'port', 'SSLfinal_State', 'DNSRecord', 'Prefix_Suffix']",0.38451443569553806
327,"['port', 'age_of_domain', 'URL_of_Anchor', 'Prefix_Suffix', 'having_Sub_Domain']",0.38451443569553806
104,"['Prefix_Suffix', 'age_of_domain', 'Links_in_tags', 'Abnormal_URL', 'Iframe']",0.38451443569553806
446,"['Links_in_tags', 'Submitting_to_email', 'on_mouseover', 'Prefix_Suffix', 'HTTPS_token']",0.38451443569553806
80,"['Submitting_to_email', 'Statistical_report', 'Google_Index', 'Prefix_Suffix', 'URL_Length']",0.38451443569553806
224,"['having_Sub_Domain', 'Favicon', 'SSLfinal_State', 'HTTPS_token', 'Prefix_Suffix']",0.38451443569553806
420,"['port', 'Prefix_Suffix', 'web_traffic', 'on_mouseover', 'Links_in_tags']",0.38451443569553806
81,"['Submitting_to_email', 'Shortining_Service', 'Google_Index', 'Prefix_Suffix', 'on_mouseover']",0.38451443569553806
229,"['SFH', 'Links_in_tags', 'port', 'Prefix_Suffix', 'URL_Length']",0.38451443569553806
179,"['URL_of_Anchor', 'double_slash_redirecting', 'Google_Index', 'Links_in_tags', 'Prefix_Suffix']",0.38451443569553806
176,"['Prefix_Suffix', 'Page_Rank', 'Links_in_tags', 'Statistical_report', 'double_slash_redirecting']",0.38451443569553806
239,"['popUpWidnow', 'Shortining_Service', 'Prefix_Suffix', 'SSLfinal_State', 'Abnormal_URL']",0.38451443569553806
240,"['Shortining_Service', 'Prefix_Suffix', 'having_IP_Address', 'URL_of_Anchor', 'Links_in_tags']",0.38451443569553806
50,"['Abnormal_URL', 'Prefix_Suffix', 'Domain_registeration_length', 'Submitting_to_email', 'Google_Index']",0.38451443569553806
160,"['Prefix_Suffix', 'age_of_domain', 'Google_Index', 'SFH', 'Links_in_tags']",0.38451443569553806
413,"['age_of_domain', 'URL_of_Anchor', 'Prefix_Suffix', 'double_slash_redirecting', 'Request_URL']",0.38451443569553806
460,"['HTTPS_token', 'Favicon', 'Prefix_Suffix', 'having_Sub_Domain', 'port']",0.38451443569553806
153,"['SSLfinal_State', 'Prefix_Suffix', 'web_traffic', 'Iframe', 'Submitting_to_email']",0.38451443569553806
312,"['Abnormal_URL', 'Prefix_Suffix', 'Shortining_Service', 'Links_in_tags', 'HTTPS_token']",0.38451443569553806
247,"['double_slash_redirecting', 'Shortining_Service', 'URL_Length', 'Prefix_Suffix', 'web_traffic']",0.38451443569553806
445,"['Prefix_Suffix', 'URL_Length', 'SSLfinal_State', 'Iframe', 'Links_in_tags']",0.38451443569553806
499,"['popUpWidnow', 'Shortining_Service', 'Submitting_to_email', 'HTTPS_token', 'Abnormal_URL']",0.3333333333333333
